timestamp,open,high,low,close,volume
1765307202044,40164.77125130916,40266.047992555315,39738.664573968956,40024.83570765056,143.17468024824672
1765308102044,40115.39086588828,40137.06866649561,39893.869745980075,40022.927497597004,101.56017444695419
1765309002044,40066.27996649907,40185.14295464906,39998.2760994938,40060.31692950705,100.90084360222232
1765309902044,40076.779749561894,40187.66765677831,39793.626600960866,40141.47342733245,123.63151729217029
1765310802044,40204.59309496265,40488.63529500572,40051.28779492123,40134.77076360129,168.34291816404132
1765311702044,40167.41745930101,40199.41151540695,39927.74668539385,40128.06892075884,129.62836369236652
1765312602044,40301.55388854198,40301.734709846314,40139.129123126564,40212.03456653921,235.21958158013877
1765313502044,40318.92848817006,40441.491782830286,40023.31570966111,40255.411308001865,131.4942276181905
1765314402044,40341.897865242056,40440.78471550692,40074.53893562706,40236.94259371012,124.41369212257723
1765315302044,40215.552079738365,40409.71112153841,40144.88338196569,40269.07560089442,131.66634130356192
1765316202044,40382.64912782224,40623.78310747758,40236.864292947925,40250.9097212588,101.13154263384345
1765317102044,40252.388199054534,40366.79691583947,40033.75874145397,40232.6282385853,170.27815269281433
1765318002044,40457.25744443113,40572.628796899226,40056.65682188096,40249.7313571686,149.24965629085077
1765318902044,40090.15356813176,40300.057815107044,39880.585840364816,40159.07234994072,109.93400047737035
1765319802044,40251.42784363659,40375.84906992636,39990.29156436817,40077.83146332007,103.95336709322781
1765320702044,40074.51317020929,40103.58709102521,39898.96526421013,40054.72209186303,128.95620548178732
1765321602044,39943.94374048986,40048.7627670479,39716.04182916834,40009.08554085131,124.04168947559897
1765322502044,39981.414329080646,40330.38226714709,39556.590989364064,40029.80291248608,134.80839985796445
1765323402044,39957.371982895595,40084.71941824641,39889.69815413425,39989.40671371503,125.88462864346073
1765324302044,39966.21312829346,40152.10188752148,39841.03541366663,39923.796533653265,104.40456220145366
1765325202044,40054.367525907895,40063.35742044784,39822.044714643525,40002.08397710435,208.49682940402715
1765326102044,39938.43016669117,40037.406707778755,39868.955962378364,39995.80016708503,171.18413184419614
1765327002044,40001.746123098324,40208.280371700224,39940.03213203092,40004.181582324425,192.59213657873295
1765327902044,40152.176213879946,40348.49927374781,39764.8640678804,39937.94917801876,139.17948323993033
1765328802044,40088.489363807574,40541.4161871807,39635.27379184319,39915.735046797505,133.93215306470518
1765329702044,39969.9185482554,39997.49597996846,39868.00806501055,39926.286181288,115.91187638713102
1765330602044,39877.54185523871,40147.61853246534,39845.17792393314,39873.741507421895,139.05781890655572
1765331502044,39909.534546016,40095.37649895692,39830.14860515142,39897.53141334418,112.99000703837562
1765332402044,39933.85628112629,39965.30519341748,39796.03347987462,39872.50448385325,179.92690560481708
1765333302044,39760.64554484875,39936.67022921339,39755.47939309287,39862.92480136859,140.10642293090598
1765334202044,39812.10682201979,39958.91286525772,39438.85771900784,39837.844475762126,143.11117559434885
1765335102044,39768.60498260482,40081.49531994825,39669.867720754744,39935.463389992576,170.81135278963228
1765336002044,39979.71584602121,40051.16951142464,39871.76722687751,39939.79353376068,157.55768682764347
1765336902044,39956.632586288164,40032.45311016316,39744.56888717969,39891.91299231789,241.95393297427134
1765337802044,39889.72659669812,40097.07672905289,39880.87896345968,39938.045242928056,140.4690410541377
1765338702044,40039.40674176351,40453.35574760017,39814.9771903141,39882.00806543451,147.83515931928292
1765339602044,39774.87968388952,39956.31864526657,39723.49730376086,39897.45625018975,125.84732578741854
1765340502044,39658.04026097979,39880.822292856894,39632.4706953303,39804.47774900077,111.07566314760619
1765341402044,39765.51863341685,39769.354780245645,39598.663566768155,39743.07345156085,101.11501418590265
1765342302044,39862.631348620525,40127.992734353895,39726.92982640491,39757.92151835931,134.4442771287703
1765343202044,39968.242621509875,40072.44959117323,39708.31742692571,39799.84985236409,110.23794412008921
1765344102044,39767.534845141694,39874.815637145555,39743.98890099643,39813.42327142859,138.29391397403074
1765345002044,39920.513945657316,39999.127205347504,39724.666171879595,39812.64586231419,180.79433937052363
1765345902044,39798.74483558965,39825.44891334478,39765.11237494603,39802.59568253972,114.98238439186741
1765346802044,39716.41185803228,39857.03757788369,39609.22038943679,39733.67458802636,146.62174354773336
1765347702044,39791.053376360294,39959.207976458965,39395.19619082501,39702.68738261163,120.75501444816848
1765348602044,39749.892736909984,39749.923796647716,39510.79933932526,39684.660449068644,135.03503060602918
1765349502044,39584.88234968617,39743.91661355539,39534.44413888401,39742.521565384595,240.73272222362766
1765350402044,39912.36151984061,39961.54572731755,39700.88399488199,39764.70748486802,105.2171396493446
1765351302044,39819.569617519635,39842.84822009848,39501.973443558105,39681.56048210489,119.66535250026618
1765352202044,39640.21341542868,39826.53442527978,39434.46236084411,39702.76968557964,136.90285418306956
1765353102044,39728.100929907574,39858.17046226421,39582.1044261997,39688.52057656383,109.06255813010252
1765354002044,39709.082500181816,39807.79997354311,39616.397177172184,39659.67948155354,123.01358124911519
1765354902044,39721.335677582974,39766.894581899476,39577.705272831925,39695.268301000586,109.7421170135069
1765355802044,39696.79276674585,39953.70392065137,39436.55228037033,39751.82328213039,150.98476598544283
1765356702044,39736.2299562974,39926.28097204943,39607.71414222338,39803.39229309121,110.31808856627254
1765357602044,39763.88101483593,39837.869552966775,39680.548997912905,39766.436421935075,173.10979693588183
1765358502044,39873.253710073455,40004.41208718037,39725.322453407076,39755.98080814752,122.43178822572636
1765359402044,39831.90900018215,39871.29319953244,39597.22655581129,39777.54898472271,148.09935945359206
1765360302044,39794.269812875216,39860.36973278896,39734.91770611177,39831.33124608383,111.85059850063139
1765361202044,39889.5474102614,40017.1821045866,39764.75955000904,39812.37753919657,137.49501197118553
1765362102044,39523.24533330537,39828.705363628294,39473.31627264799,39808.09959536838,113.9633919108263
1765363002044,39872.664421710295,39931.23414919963,39743.77982283809,39757.787851673085,147.5455364843616
1765363902044,39529.01114759625,39718.46578841393,39449.61133072899,39702.98252547406,115.92605023994372
1765364802044,39712.36972745846,39788.418174008715,39485.19918108135,39748.613821598774,149.58483317201552
1765365702044,39709.4638385697,39908.84462667406,39661.224856868816,39821.43082803232,131.6440137442396
1765366602044,39693.367179386216,40188.65790069977,39430.12721863913,39822.83532695831,109.46641536461871
1765367502044,39994.09965559577,40014.24152992371,39875.2567322404,39878.016976857914,114.8622136690062
1765368402044,39854.333662984114,40114.51600353029,39820.54404539698,39901.1037831153,159.46162325385646
1765369302044,39908.503188563125,40047.435498899365,39769.94438712252,39873.85280039005,152.6992885591438
1765370202044,39892.235527782555,40041.737208359154,39701.83595330055,39896.92758567048,128.60031391502363
1765371102044,40026.53850172109,40211.95810999202,39723.457220279335,39978.83441899878,135.2364217805442
1765372002044,39989.73031115431,40003.02894979852,39951.69880258486,39982.04812204828,176.87923982245877
1765372902044,39936.98608742513,40094.88266595483,39692.20755256176,40065.28530984399,107.24522895407156
1765373802044,40038.92974158922,40131.57752590437,39829.348110315914,39939.30305964451,122.29718569305801
1765374702044,39936.02753155214,40032.814118272334,39663.31824316847,39985.40318986827,105.65702285265114
1765375602044,39839.102358419215,40087.126220750855,39722.829034313996,39994.76054828519,118.15583305777832
1765376502044,39942.00366967031,40165.39785134222,39859.047656792456,39984.8151857669,200.3728430372505
1765377402044,40144.484208662114,40165.401150014266,39959.30456144571,39994.40822959868,119.41734691505792
1765378302044,39985.056963084986,40052.5853528127,39862.75549616247,39900.034788873636,115.28095555341565
1765379202044,39859.19098604598,39894.13539331526,39679.1112372749,39894.05619948677,131.68305123870294
1765380102044,39881.99106263552,40007.09784540673,39860.937082158314,39916.916833067364,134.90998373055248
1765381002044,39963.6530351877,40212.39476272947,39668.59257964963,39995.81654030944,183.9337336686283
1765381902044,40182.58283275685,40527.00997572744,39807.33006514471,39974.90803440077,195.58202753258786
1765382802044,39977.68190448426,40060.262431908,39911.6114964322,39939.48835926111,165.55837489013123
1765383702044,39962.409676806,40145.51654069312,39872.90566461205,39919.40551208689,111.21594854390524
1765384602044,40073.208968380175,40149.42999802727,39961.692349642006,39970.18062297699,142.97924361717781
1765385502044,40015.50209936764,40037.66914719026,39808.77756499594,39991.62318346499,103.99007420293665
1765386402044,39944.23596369957,40038.12743963509,39651.57068409377,39970.14017828164,156.97777680127348
1765387302044,39981.17357003382,40218.67868511292,39959.63537955804,40000.80855494231,119.36809822764056
1765388202044,40003.50731147331,40059.67915210507,39730.81042766524,40010.66743741472,154.9310212588906
1765389102044,40060.382468295385,40109.17584588799,39946.42562397276,40064.10469194637,171.02521436355318
1765390002044,40106.76999662121,40200.10106822772,40019.83823509121,40034.00704225751,105.67403229410706
1765390902044,40027.82352851335,40198.64849618047,39959.687444129006,40022.62893993262,111.07792368121054
1765391802044,40081.29254500257,40237.15931311561,39878.44609319255,40008.02853728102,161.73759570223976
1765392702044,39931.78613686856,39951.22243785974,39739.8663971199,39939.85779487942,151.59776210472174
1765393602044,39967.53233276926,40068.10442535544,39803.41011412882,39959.66881373765,129.77454488196287
1765394502044,39777.90651389844,40138.505167307674,39690.374868446655,39977.72658235165,129.49473782314453
1765395402044,40074.620027659024,40307.68384256143,39963.55967315926,39982.98726018878,106.6084677822186
1765396302044,40010.91175611482,40133.59520481858,39889.28431573075,39976.26290852502,103.61394826921445
1765397202044,40010.30038741348,40066.76181632811,39804.46549122941,39910.49937642751,175.0110930723468
1765398102044,39604.84657747488,40029.77984844787,39476.51322862177,39894.472115294244,138.94185214102174
1765399002044,40091.17886495098,40221.628327142185,39634.91926032432,39882.34139447291,167.55364462065697
1765399902044,39833.273573201324,40016.04775367906,39672.681989204444,39847.23253601684,144.30955942923978
